"temperature
(°C degrees)","pressure
(hpa)","humidity
(%)","wind_speed
(km/h)","wind_direction
(degrees from North)",solarradiation (W/m2),uv index,"rainfall
(mm)","total_rainfall
(mm)"
33.8,1002.0,50,3.3081,272,410.32,3,0.0,688.5939999999999,30-06-2019,11:03
33.9,1001.4,49,2.2799099999999997,218,561.28,5,0.0,688.5939999999999,30-06-2019,12:00
35.9,1000.7,44,2.99517,237,776.46,7,0.0,688.5939999999999,30-06-2019,13:03
36.4,999.7,44,2.90577,214,748.7,7,0.0,688.5939999999999,30-06-2019,14:02
36.8,999.0,43,6.07976,225,467.57,4,0.0,688.5939999999999,30-06-2019,15:01
36.8,998.3,42,1.92228,274,379.12,3,0.0,688.5939999999999,30-06-2019,16:00
36.5,999.3,37,1.51994,311,158.67,1,0.0,688.5939999999999,30-06-2019,17:00
35.8,999.3,37,3.71044,190,36.33,0,0.0,688.5939999999999,30-06-2019,18:01
34.2,1000.0,46,0.31293000000000004,199,0.0,0,0.0,688.5939999999999,30-06-2019,19:00
33.2,1000.7,51,0.71527,204,0.0,0,0.0,688.5939999999999,30-06-2019,20:01
32.8,1001.4,52,1.2964200000000001,224,0.0,0,0.0,688.5939999999999,30-06-2019,21:01
32.4,1001.4,51,0.80467,235,0.0,0,0.0,688.5939999999999,30-06-2019,22:02
31.9,1001.7,49,0.49173999999999995,216,0.0,0,0.0,688.5939999999999,30-06-2019,23:01
