Date and Time,TA in,TA out,RH in,RH out,TWl-1 in,TWl-1 out,TWl-2 in,TWl-2 out,TRf in,TRf out,TG in,TG out,TW in,TW out,V in,iDampA,iDampW,iDampW2,Clo ,Wl-1Facing,Wl-2Facing
06-01-2019 19:00,33.895,34.387,64.268,66.784,,,,,35.102,36.878,,,,,,0.492,1.776,,,,
06-01-2019 20:00,34.055,34.176,63.98,68.018,,,,,35.262,35.395,,,,,,0.121,0.133,,,,
06-01-2019 21:00,34.162,33.783,63.997,69.673,,,,,35.342,34.308,,,,,,-0.379,-1.034,,,,
06-01-2019 22:00,33.708,33.105,61.653,67.215,,,,,35.315,33.469,,,,,,-0.603,-1.846,,,,
06-01-2019 23:00,33.416,32.433,62.049,70.013,,,,,35.235,32.768,,,,,,-0.983,-2.467,,,,
06-02-2019 00:00,33.363,31.868,62.892,73.124,,,,,35.128,32.175,,,,,,-1.495,-2.953,,,,
06-02-2019 01:00,33.124,31.586,63.577,73.883,,,,,34.969,31.689,,,,,,-1.538,-3.28,,,,
06-02-2019 02:00,32.887,31.128,63.726,74.604,,,,,34.81,31.281,,,,,,-1.759,-3.529,,,,
06-02-2019 03:00,32.676,30.874,63.661,74.615,,,,,34.624,30.925,,,,,,-1.802,-3.699,,,,
06-02-2019 04:00,32.519,30.646,63.761,75.167,,,,,34.466,30.545,,,,,,-1.873,-3.921,,,,
06-02-2019 05:00,32.414,30.293,63.775,76.317,,,,,34.281,30.167,,,,,,-2.121,-4.114,,,,
06-02-2019 06:00,32.204,30.091,64.241,76.898,,,,,34.071,29.815,,,,,,-2.113,-4.256,,,,
06-02-2019 07:00,31.865,30.091,65.742,77.371,,,,,33.887,30.318,,,,,,-1.774,-3.569,,,,
06-02-2019 08:00,31.813,30.621,66.26,75.698,,,,,33.73,32.047,,,,,,-1.192,-1.683,,,,
06-02-2019 09:00,31.683,31.637,65.773,70.448,,,,,33.626,35.128,,,,,,-0.046,1.502,,,,
06-02-2019 10:00,31.995,32.768,63.707,65.517,,,,,33.574,38.644,,,,,,0.773,5.07,,,,
06-02-2019 11:00,32.466,34.334,59.876,57.671,,,,,33.652,41.619,,,,,,1.868,7.967,,,,
06-02-2019 12:00,33.098,36.227,56.877,51.496,,,,,33.861,45.877,,,,,,3.129,12.016,,,,
06-02-2019 13:00,33.815,38.06,52.583,44.691,,,,,34.15,49.174,,,,,,4.245,15.024,,,,
06-02-2019 14:00,34.297,38.896,51.504,43.134,,,,,34.387,50.37,,,,,,4.599,15.983,,,,
06-02-2019 15:00,34.781,40.057,53.723,44.852,,,,,34.651,50.335,,,,,,5.276,15.684,,,,
06-02-2019 16:00,35.133,40.4,48.354,39.619,,,,,34.995,48.938,,,,,,5.267,13.943,,,,
06-02-2019 17:00,33.868,39.149,59.581,49.231,,,,,35.128,45.342,,,,,,5.281,10.214,,,,
06-02-2019 18:00,33.602,36.498,58.68,46.978,,,,,35.342,41.414,,,,,,2.896,6.072,,,,
06-02-2019 19:00,33.416,34.124,54.766,55.974,,,,,35.555,38.393,,,,,,0.708,2.838,,,,
06-02-2019 20:00,33.522,33.339,52.706,54.481,,,,,35.743,36.362,,,,,,-0.183,0.619,,,,
06-02-2019 21:00,33.442,32.33,53.604,60.162,,,,,35.823,34.757,,,,,,-1.112,-1.066,,,,
06-02-2019 22:00,33.549,32.665,54.493,59.677,,,,,35.85,33.495,,,,,,-0.884,-2.355,,,,
06-02-2019 23:00,33.336,32.15,53.752,58.934,,,,,35.797,32.51,,,,,,-1.186,-3.287,,,,
06-03-2019 00:00,33.283,31.306,53.356,61.916,,,,,35.689,31.765,,,,,,-1.977,-3.924,,,,
06-03-2019 01:00,33.204,30.976,53.766,63.016,,,,,35.555,31.382,,,,,,-2.228,-4.173,,,,
06-03-2019 02:00,33.072,30.394,54.362,65.273,,,,,35.368,30.976,,,,,,-2.678,-4.392,,,,
06-03-2019 03:00,32.913,30.52,54.824,65.016,,,,,35.182,30.697,,,,,,-2.393,-4.485,,,,
06-03-2019 04:00,32.781,30.217,54.999,65.643,,,,,34.995,30.52,,,,,,-2.564,-4.475,,,,
06-03-2019 05:00,32.571,30.066,54.938,65.802,,,,,34.783,30.318,,,,,,-2.505,-4.465,,,,
06-03-2019 06:00,32.466,29.84,55.116,66.224,,,,,34.572,30.243,,,,,,-2.626,-4.329,,,,
06-03-2019 07:00,32.23,30.217,56.303,66.809,,,,,34.387,30.849,,,,,,-2.013,-3.538,,,,
06-03-2019 08:00,32.152,30.798,57.379,65.495,,,,,34.229,33.235,,,,,,-1.354,-0.994,,,,
06-03-2019 09:00,32.178,31.791,56.359,60.33,,,,,34.097,36.092,,,,,,-0.387,1.995,,,,
06-03-2019 10:00,32.466,33.027,56.208,57.319,,,,,34.019,39.375,,,,,,0.561,5.356,,,,
06-03-2019 11:00,33.363,34.492,52.977,52.277,,,,,34.097,44.012,,,,,,1.129,9.915,,,,
06-03-2019 12:00,33.655,35.823,51.126,47.99,,,,,34.255,47.45,,,,,,2.168,13.195,,,,
06-03-2019 13:00,33.442,36.878,56.51,50.662,,,,,34.308,48.838,,,,,,3.436,14.53,,,,
06-03-2019 14:00,32.834,37.069,58.915,51.18,,,,,34.334,47.678,,,,,,4.235,13.344,,,,
06-03-2019 15:00,32.676,37.288,61.459,52.717,,,,,34.519,47.352,,,,,,4.612,12.833,,,,
06-03-2019 16:00,32.992,37.7,59.194,49.679,,,,,34.757,45.972,,,,,,4.708,11.215,,,,
06-03-2019 17:00,32.966,37.343,61.473,53.77,,,,,35.022,43.616,,,,,,4.377,8.594,,,,
06-03-2019 18:00,32.676,35.502,70.663,66.445,,,,,35.182,39.886,,,,,,2.826,4.704,,,,
06-03-2019 19:00,32.571,34.308,71.439,71.513,,,,,35.368,37.069,,,,,,1.737,1.701,,,,
06-03-2019 20:00,32.387,33.626,70.336,70.809,,,,,35.448,35.208,,,,,,1.239,-0.24,,,,
06-03-2019 21:00,32.65,33.287,66.806,69.401,,,,,35.529,34.019,,,,,,0.637,-1.51,,,,
06-03-2019 22:00,33.045,32.949,66.656,72.237,,,,,35.582,33.417,,,,,,-0.096,-2.165,,,,
06-03-2019 23:00,32.887,32.613,67.095,73.536,,,,,35.529,32.742,,,,,,-0.274,-2.787,,,,
06-04-2019 00:00,32.94,32.51,66.265,71.913,,,,,35.422,32.253,,,,,,-0.43,-3.169,,,,
06-04-2019 01:00,32.887,32.15,65.197,72.24,,,,,35.288,31.74,,,,,,-0.737,-3.548,,,,
06-04-2019 02:00,32.676,31.816,64.881,72.481,,,,,35.128,31.255,,,,,,-0.86,-3.873,,,,
06-04-2019 03:00,32.492,31.23,65.069,73.995,,,,,34.969,30.849,,,,,,-1.262,-4.12,,,,
06-04-2019 04:00,32.466,30.95,65.033,75.226,,,,,34.783,30.469,,,,,,-1.516,-4.314,,,,
06-04-2019 05:00,32.387,30.672,65.612,77.014,,,,,34.598,30.091,,,,,,-1.715,-4.507,,,,
06-04-2019 06:00,32.204,30.469,65.737,76.173,,,,,34.413,29.79,,,,,,-1.735,-4.623,,,,
06-04-2019 07:00,31.943,30.495,65.102,74.691,,,,,34.202,30.596,,,,,,-1.448,-3.606,,,,
06-04-2019 08:00,31.268,30.9,65.269,70.799,,,,,33.887,32.768,,,,,,-0.368,-1.119,,,,
06-04-2019 09:00,31.943,32.047,60.176,62.815,,,,,33.861,36.308,,,,,,0.104,2.447,,,,
06-04-2019 10:00,32.887,33.783,56.975,57.206,,,,,33.914,40.775,,,,,,0.896,6.861,,,,
06-04-2019 11:00,33.735,35.395,54.293,52.886,,,,,34.019,44.968,,,,,,1.66,10.949,,,,
06-04-2019 12:00,33.283,36.579,59.842,54.642,,,,,34.045,47.352,,,,,,3.296,13.307,,,,
06-04-2019 13:00,33.522,37.59,58.668,51.149,,,,,34.124,49.343,,,,,,4.068,15.219,,,,
06-04-2019 14:00,33.31,38.115,58.253,50.161,,,,,34.308,49.683,,,,,,4.805,15.375,,,,
06-04-2019 15:00,33.257,38.476,59.616,49.545,,,,,34.519,49.14,,,,,,5.219,14.621,,,,
06-04-2019 16:00,32.571,37.949,62.828,51.689,,,,,34.704,46.931,,,,,,5.378,12.227,,,,
06-04-2019 17:00,32.966,37.315,62.009,53.995,,,,,34.995,43.738,,,,,,4.349,8.743,,,,
06-04-2019 18:00,32.992,35.985,66.398,62.693,,,,,35.262,40.228,,,,,,2.993,4.966,,,,
06-04-2019 19:00,33.019,34.916,66.434,64.972,,,,,35.475,37.618,,,,,,1.897,2.143,,,,
06-04-2019 20:00,32.992,34.229,64.496,64.671,,,,,35.636,35.823,,,,,,1.237,0.187,,,,
06-04-2019 21:00,32.992,33.652,65.682,68.759,,,,,35.689,34.598,,,,,,0.66,-1.091,,,,
06-04-2019 22:00,33.23,33.079,66.065,71.197,,,,,35.743,33.678,,,,,,-0.151,-2.065,,,,
06-04-2019 23:00,33.045,32.536,63.909,68.961,,,,,35.689,33.105,,,,,,-0.509,-2.584,,,,
06-05-2019 00:00,32.86,31.204,62.245,70.673,,,,,35.582,32.717,,,,,,-1.656,-2.865,,,,
06-05-2019 01:00,32.492,29.565,60.102,73.766,,,,,35.395,31.944,,,,,,-2.927,-3.451,,,,
06-05-2019 02:00,32.414,28.841,59.9,75.113,,,,,35.208,31.255,,,,,,-3.573,-3.953,,,,
06-05-2019 03:00,32.519,28.816,60.423,77.526,,,,,35.049,30.849,,,,,,-3.703,-4.2,,,,
06-05-2019 04:00,32.414,29.265,61.007,76.615,,,,,34.863,30.343,,,,,,-3.149,-4.52,,,,
06-05-2019 05:00,32.074,28.692,62.528,80.216,,,,,34.651,29.89,,,,,,-3.382,-4.761,,,,
06-05-2019 06:00,32.048,28.617,63.026,80.172,,,,,34.44,29.59,,,,,,-3.431,-4.85,,,,
06-05-2019 07:00,31.969,29.24,63.076,76.345,,,,,34.255,30.52,,,,,,-2.729,-3.735,,,,
06-05-2019 08:00,31.787,30.142,62.294,73.278,,,,,34.071,32.433,,,,,,-1.645,-1.638,,,,
06-05-2019 09:00,31.943,31.919,62.507,65.869,,,,,33.966,36.227,,,,,,-0.024,2.261,,,,
06-05-2019 10:00,32.309,32.717,58.677,60.757,,,,,33.887,40.257,,,,,,0.408,6.37,,,,
06-05-2019 11:00,32.781,34.071,56.607,56.127,,,,,33.887,44.442,,,,,,1.29,10.555,,,,
06-05-2019 12:00,32.597,35.315,62.832,59.19,,,,,33.887,46.449,,,,,,2.718,12.562,,,,
06-05-2019 13:00,32.571,36.012,63.675,58.047,,,,,33.94,47.58,,,,,,3.441,13.64,,,,
06-05-2019 14:00,32.571,36.661,63.048,54.848,,,,,34.071,47.941,,,,,,4.09,13.87,,,,
06-05-2019 15:00,32.335,36.933,63.699,54.691,,,,,34.202,47.19,,,,,,4.598,12.988,,,,
06-05-2019 16:00,32.152,36.824,65.292,55.746,,,,,34.387,45.562,,,,,,4.672,11.175,,,,
06-05-2019 17:00,31.943,36.012,69.244,61.08,,,,,34.572,42.475,,,,,,4.069,7.903,,,,
06-05-2019 18:00,31.969,34.387,70.352,67.312,,,,,34.757,38.896,,,,,,2.418,4.139,,,,
06-05-2019 19:00,32.048,33.704,68.986,68.799,,,,,34.942,36.417,,,,,,1.656,1.475,,,,
06-05-2019 20:00,32.571,33.521,69.171,71.887,,,,,35.182,34.836,,,,,,0.95,-0.346,,,,
06-05-2019 21:00,32.676,32.975,67.771,70.477,,,,,35.262,33.835,,,,,,0.299,-1.427,,,,
06-05-2019 22:00,32.492,32.458,64.726,68.763,,,,,35.262,32.975,,,,,,-0.034,-2.287,,,,
06-05-2019 23:00,32.466,31.714,62.214,66.02,,,,,35.182,32.278,,,,,,-0.752,-2.904,,,,
06-06-2019 00:00,32.519,31.637,58.995,64.956,,,,,35.075,31.586,,,,,,-0.882,-3.489,,,,
06-06-2019 01:00,32.387,31.382,58.593,65.099,,,,,34.942,30.976,,,,,,-1.005,-3.966,,,,
06-06-2019 02:00,32.257,31.026,58.987,66.888,,,,,34.757,30.419,,,,,,-1.231,-4.338,,,,
06-06-2019 03:00,32.1,30.571,60.01,69.192,,,,,34.572,29.941,,,,,,-1.529,-4.631,,,,
06-06-2019 04:00,31.969,30.369,60.527,70.006,,,,,34.387,29.515,,,,,,-1.6,-4.872,,,,
06-06-2019 05:00,31.917,29.89,61.245,72.001,,,,,34.202,29.115,,,,,,-2.027,-5.087,,,,
06-06-2019 06:00,31.709,30.066,62.062,72.454,,,,,33.992,28.891,,,,,,-1.643,-5.101,,,,
06-06-2019 07:00,31.398,30.066,63.89,73.922,,,,,33.783,29.84,,,,,,-1.332,-3.943,,,,
06-06-2019 08:00,31.346,30.849,63.601,69.546,,,,,33.6,32.51,,,,,,-0.497,-1.09,,,,
06-06-2019 09:00,31.527,31.996,62.441,64.333,,,,,33.469,36.039,,,,,,0.469,2.57,,,,
06-06-2019 10:00,31.917,33.287,60.33,59.93,,,,,33.417,40.057,,,,,,1.37,6.64,,,,
06-06-2019 11:00,32.204,34.598,63.114,59.655,,,,,33.443,43.677,,,,,,2.394,10.234,,,,
06-06-2019 12:00,32.283,35.448,62.467,57.579,,,,,33.443,46.321,,,,,,3.165,12.878,,,,
06-06-2019 13:00,32.519,36.254,63.447,56.86,,,,,33.6,48.172,,,,,,3.735,14.572,,,,
06-06-2019 14:00,32.492,36.688,67.12,58.821,,,,,33.757,48.938,,,,,,4.196,15.181,,,,
06-06-2019 15:00,32.204,36.688,68.368,59.558,,,,,33.94,48.073,,,,,,4.484,14.133,,,,
06-06-2019 16:00,32.126,36.444,69.031,60.51,,,,,34.15,45.75,,,,,,4.318,11.6,,,,
06-06-2019 17:00,32.048,35.689,69.754,62.835,,,,,34.413,42.624,,,,,,3.641,8.211,,,,
06-06-2019 18:00,32.074,34.836,69.513,65.709,,,,,34.651,39.29,,,,,,2.762,4.639,,,,
06-06-2019 19:00,32.204,33.783,69.444,69.397,,,,,34.863,36.606,,,,,,1.579,1.743,,,,
06-06-2019 20:00,32.23,33.339,69.111,70.237,,,,,35.022,34.81,,,,,,1.109,-0.212,,,,
06-06-2019 21:00,32.23,32.898,67.323,69.454,,,,,35.075,33.6,,,,,,0.668,-1.475,,,,
06-06-2019 22:00,32.23,32.562,67.199,71.316,,,,,35.075,32.742,,,,,,0.332,-2.333,,,,
06-06-2019 23:00,32.335,32.304,68.945,74.38,,,,,35.022,32.021,,,,,,-0.031,-3.001,,,,
06-07-2019 00:00,32.126,31.816,67.675,73.235,,,,,34.916,31.459,,,,,,-0.31,-3.457,,,,
06-07-2019 01:00,32.126,31.459,67.428,75.027,,,,,34.783,30.976,,,,,,-0.667,-3.807,,,,
06-07-2019 02:00,31.995,31.026,67.838,76.936,,,,,34.598,30.571,,,,,,-0.969,-4.027,,,,
06-07-2019 03:00,31.813,30.798,68.453,77.571,,,,,34.413,30.268,,,,,,-1.015,-4.145,,,,
06-07-2019 04:00,31.683,30.52,68.891,79.106,,,,,34.229,29.916,,,,,,-1.163,-4.313,,,,
06-07-2019 05:00,31.605,30.343,69.338,79.509,,,,,34.045,29.59,,,,,,-1.262,-4.455,,,,
06-07-2019 06:00,31.501,30.167,69.901,80.671,,,,,33.861,29.365,,,,,,-1.334,-4.496,,,,
06-07-2019 07:00,31.294,30.243,71.449,81.56,,,,,33.678,30.167,,,,,,-1.051,-3.511,,,,
06-07-2019 08:00,31.32,30.95,71.028,77.336,,,,,33.521,32.536,,,,,,-0.37,-0.985,,,,
06-07-2019 09:00,31.527,32.15,68.311,69.901,,,,,33.417,35.904,,,,,,0.623,2.487,,,,
06-07-2019 10:00,31.969,33.209,65.635,65.653,,,,,33.365,38.868,,,,,,1.24,5.503,,,,
06-07-2019 11:00,32.702,34.677,62.597,59.094,,,,,33.443,42.714,,,,,,1.975,9.271,,,,
06-07-2019 12:00,32.887,35.689,65.103,62.203,,,,,33.521,45.75,,,,,,2.802,12.229,,,,
06-07-2019 13:00,32.44,36.335,67.451,59.983,,,,,33.548,46.963,,,,,,3.895,13.415,,,,
06-07-2019 14:00,32.126,36.606,67.984,59.001,,,,,33.626,47.417,,,,,,4.48,13.791,,,,
06-07-2019 15:00,32.335,36.851,69.56,60.669,,,,,33.809,46.513,,,,,,4.516,12.704,,,,
06-07-2019 16:00,32.021,36.742,72.799,62.687,,,,,34.019,45.342,,,,,,4.721,11.323,,,,
06-07-2019 17:00,31.995,34.545,73.581,70.209,,,,,34.229,41.123,,,,,,2.55,6.894,,,,
06-07-2019 18:00,31.839,33.626,71.975,70.686,,,,,34.413,37.976,,,,,,1.787,3.563,,,,
06-07-2019 19:00,32.021,33.079,69.902,71.106,,,,,34.598,35.743,,,,,,1.058,1.145,,,,
06-07-2019 20:00,32.204,32.691,69.966,73.701,,,,,34.757,34.229,,,,,,0.487,-0.528,,,,
06-07-2019 21:00,32.335,32.355,68.699,72.944,,,,,34.863,33.287,,,,,,0.02,-1.576,,,,
06-07-2019 22:00,32.204,32.124,66.699,71.539,,,,,34.836,32.562,,,,,,-0.08,-2.274,,,,
06-07-2019 23:00,32.257,31.408,65.777,73.428,,,,,34.783,31.996,,,,,,-0.849,-2.787,,,,
06-08-2019 00:00,32.126,31.433,66.127,73.433,,,,,34.677,31.459,,,,,,-0.693,-3.218,,,,
06-08-2019 01:00,32.021,31.052,66.946,75.604,,,,,34.545,30.925,,,,,,-0.969,-3.62,,,,
06-08-2019 02:00,31.943,30.748,67.458,76.97,,,,,34.387,30.469,,,,,,-1.195,-3.918,,,,
06-08-2019 03:00,31.865,30.495,67.723,78.218,,,,,34.229,30.041,,,,,,-1.37,-4.188,,,,
06-08-2019 04:00,31.709,30.217,68.127,78.955,,,,,34.045,29.64,,,,,,-1.492,-4.405,,,,
06-08-2019 05:00,31.709,30.091,68.127,78.812,,,,,33.887,29.24,,,,,,-1.618,-4.647,,,,
06-08-2019 06:00,31.579,29.916,68.32,79.684,,,,,33.704,28.891,,,,,,-1.663,-4.813,,,,
06-08-2019 07:00,31.424,29.815,68.784,78.257,,,,,33.548,29.665,,,,,,-1.609,-3.883,,,,
06-08-2019 08:00,31.268,30.52,63.557,67.841,,,,,33.365,32.15,,,,,,-0.748,-1.215,,,,
06-08-2019 09:00,31.501,31.816,59.697,61.465,,,,,33.261,35.743,,,,,,0.315,2.482,,,,
06-08-2019 10:00,32.597,33.626,54.167,53.618,,,,,33.313,40.085,,,,,,1.029,6.772,,,,
06-08-2019 11:00,33.628,35.262,50.632,48.184,,,,,33.495,44.135,,,,,,1.634,10.64,,,,
06-08-2019 12:00,33.922,36.498,48.995,44.88,,,,,33.626,47.58,,,,,,2.576,13.954,,,,
06-08-2019 13:00,34.485,37.645,47.314,41.848,,,,,33.887,49.411,,,,,,3.16,15.524,,,,
06-08-2019 14:00,34.485,38.812,52.15,45.818,,,,,34.097,50.37,,,,,,4.327,16.273,,,,
06-08-2019 15:00,33.204,38.087,57.693,48.932,,,,,34.202,48.205,,,,,,4.883,14.003,,,,
06-08-2019 16:00,32.597,37.178,66.704,58.058,,,,,34.387,45.562,,,,,,4.581,11.175,,,,
06-08-2019 17:00,32.309,36.065,67.367,60.484,,,,,34.598,42.179,,,,,,3.756,7.581,,,,
06-08-2019 18:00,32.204,34.863,67.843,64.525,,,,,34.836,38.924,,,,,,2.659,4.088,,,,
06-08-2019 19:00,32.021,33.887,69.596,68.739,,,,,35.022,36.389,,,,,,1.866,1.367,,,,
06-08-2019 20:00,31.787,33.079,71.387,72.837,,,,,35.128,34.757,,,,,,1.292,-0.371,,,,
06-08-2019 21:00,32.178,33.131,67.993,69.097,,,,,35.235,33.757,,,,,,0.953,-1.478,,,,
06-08-2019 22:00,32.1,32.562,64.567,67.553,,,,,35.208,32.975,,,,,,0.462,-2.233,,,,
06-08-2019 23:00,31.943,31.996,66.034,71.333,,,,,35.155,32.304,,,,,,0.053,-2.851,,,,
06-09-2019 00:00,31.735,31.459,67.515,74.008,,,,,35.022,31.791,,,,,,-0.276,-3.231,,,,
06-09-2019 01:00,31.631,31.23,67.528,74.294,,,,,34.863,31.255,,,,,,-0.401,-3.608,,,,
06-09-2019 02:00,31.449,30.798,66.91,74.152,,,,,34.677,30.824,,,,,,-0.651,-3.853,,,,
06-09-2019 03:00,31.294,30.621,65.925,73.159,,,,,34.492,30.419,,,,,,-0.673,-4.073,,,,
06-09-2019 04:00,31.139,30.243,65.558,73.716,,,,,34.308,30.066,,,,,,-0.896,-4.242,,,,
06-09-2019 05:00,31.036,29.966,65.261,73.813,,,,,34.097,29.74,,,,,,-1.07,-4.357,,,,
06-09-2019 06:00,30.83,29.74,64.544,72.843,,,,,33.914,29.54,,,,,,-1.09,-4.374,,,,
06-09-2019 07:00,30.701,30.066,63.776,70.496,,,,,33.757,30.217,,,,,,-0.635,-3.54,,,,
06-09-2019 08:00,30.958,31.052,62.694,66.585,,,,,33.626,32.691,,,,,,0.094,-0.935,,,,
06-09-2019 09:00,31.553,32.253,60.747,61.878,,,,,33.495,36.039,,,,,,0.7,2.544,,,,
06-09-2019 10:00,32.519,33.914,57.752,57.194,,,,,33.548,40.085,,,,,,1.395,6.537,,,,
06-09-2019 11:00,33.416,35.155,54.96,53.439,,,,,33.626,43.86,,,,,,1.739,10.234,,,,
06-09-2019 12:00,34.082,36.389,51.444,48.159,,,,,33.835,46.834,,,,,,2.307,12.999,,,,
06-09-2019 13:00,34.917,38.17,47.3,42.446,,,,,34.124,49.039,,,,,,3.253,14.915,,,,
06-09-2019 14:00,34.754,39.149,48.506,40.991,,,,,34.36,50.094,,,,,,4.395,15.734,,,,
06-09-2019 15:00,35.269,40.114,46.013,38.492,,,,,34.783,50.266,,,,,,4.845,15.483,,,,
06-09-2019 16:00,35.296,39.886,44.914,37.851,,,,,35.128,48.67,,,,,,4.59,13.542,,,,
06-09-2019 17:00,35.242,39.573,48.467,41.615,,,,,35.448,45.719,,,,,,4.331,10.271,,,,
06-09-2019 18:00,33.708,37.618,59.27,53.35,,,,,35.555,41.913,,,,,,3.91,6.358,,,,
06-09-2019 19:00,33.283,36.281,61.902,57.99,,,,,35.77,38.896,,,,,,2.998,3.126,,,,
06-09-2019 20:00,33.283,35.689,60.446,57.807,,,,,35.931,36.905,,,,,,2.406,0.974,,,,
06-09-2019 21:00,32.992,34.281,59.416,59.766,,,,,36.012,35.448,,,,,,1.289,-0.564,,,,
06-09-2019 22:00,32.887,33.809,59.273,60.612,,,,,36.012,34.281,,,,,,0.922,-1.731,,,,
06-09-2019 23:00,32.702,33.391,59.372,61.146,,,,,35.985,33.313,,,,,,0.689,-2.672,,,,
06-10-2019 00:00,32.781,33.027,58.014,60.869,,,,,35.877,32.536,,,,,,0.246,-3.341,,,,
06-10-2019 01:00,32.597,32.407,57.859,62.404,,,,,35.743,31.842,,,,,,-0.19,-3.901,,,,
06-10-2019 02:00,32.571,31.944,56.544,61.798,,,,,35.582,31.23,,,,,,-0.627,-4.352,,,,
06-10-2019 03:00,32.257,31.281,54.636,60.502,,,,,35.395,30.722,,,,,,-0.976,-4.673,,,,
06-10-2019 04:00,32.048,30.9,54.445,61.195,,,,,35.155,30.217,,,,,,-1.148,-4.938,,,,
06-10-2019 05:00,31.943,30.646,54.592,62.091,,,,,34.942,29.865,,,,,,-1.297,-5.077,,,,
06-10-2019 06:00,31.579,30.293,55.921,64.237,,,,,34.73,29.665,,,,,,-1.286,-5.065,,,,
06-10-2019 07:00,31.398,30.469,57.682,65.008,,,,,34.492,30.495,,,,,,-0.929,-3.997,,,,
06-10-2019 08:00,31.527,31.281,57.828,62.473,,,,,34.308,33.027,,,,,,-0.246,-1.281,,,,
06-10-2019 09:00,31.813,32.227,56.594,58.693,,,,,34.097,36.308,,,,,,0.414,2.211,,,,
06-10-2019 10:00,32.361,33.131,55.23,56.216,,,,,34.019,39.488,,,,,,0.77,5.469,,,,
06-10-2019 11:00,32.624,34.045,53.912,53.255,,,,,34.019,42.031,,,,,,1.421,8.012,,,,
06-10-2019 12:00,33.31,35.368,52.84,50.171,,,,,34.176,44.658,,,,,,2.058,10.482,,,,
06-10-2019 13:00,33.895,36.987,50.404,45.504,,,,,34.36,46.866,,,,,,3.092,12.506,,,,
06-10-2019 14:00,34.35,37.755,50.365,45.025,,,,,34.598,47.613,,,,,,3.405,13.015,,,,
06-10-2019 15:00,34.431,38.17,48.96,42.716,,,,,34.889,47.287,,,,,,3.739,12.398,,,,
06-10-2019 16:00,34.862,39.065,46.497,38.731,,,,,35.208,46.931,,,,,,4.203,11.723,,,,
06-10-2019 17:00,35.215,38.282,41.545,37.489,,,,,35.529,44.319,,,,,,3.067,8.79,,,,
06-10-2019 18:00,34.727,37.59,43.477,39.741,,,,,35.716,41.414,,,,,,2.863,5.698,,,,
06-10-2019 19:00,34.243,36.552,46.556,45.253,,,,,35.877,39.149,,,,,,2.309,3.272,,,,
06-10-2019 20:00,33.788,35.502,45.139,43.228,,,,,35.985,37.453,,,,,,1.714,1.468,,,,
06-10-2019 21:00,33.628,34.545,46.383,47.04,,,,,36.039,35.958,,,,,,0.917,-0.081,,,,
06-10-2019 22:00,33.495,34.071,47.425,48.793,,,,,36.092,34.916,,,,,,0.576,-1.176,,,,
06-10-2019 23:00,33.31,33.495,47.832,49.931,,,,,36.065,33.94,,,,,,0.185,-2.125,,,,
