Date and Time,TA in,TA out,RH in,RH out,intensity_in,Intensity_out,TWl-1 in,TWl-1 out,TWl-2 in,TWl-2 out,TRf in,TRf out,TG in,TG out,TW in,TW out,V in,iDampA,iDampW,Clo ,Wl-1Facing,Wl-2Facing
06/21/19 03:00:00 PM,34.44,35.529,45.406,40.812,27.6,,34.045,,,,,,,,,,,,,,,
06/21/19 04:00:00 PM,34.519,35.85,46.938,41.048,27.6,,34.229,,,,,,,,,,,,,,,
06/21/19 05:00:00 PM,34.598,35.208,54.075,54.839,11.8,,34.36,,,,,,,,,,,,,,,
06/21/19 06:00:00 PM,34.44,34.73,57.654,57.665,74.9,,34.466,,,,,,,,,,,,,,,
06/21/19 07:00:00 PM,34.308,34.15,61.606,62.935,98.5,,34.519,,,,,,,,,,,,,,,
06/21/19 08:00:00 PM,34.255,33.209,64.863,71.83,11.8,,34.466,,,,,,,,,,,,,,,
06/21/19 09:00:00 PM,34.097,32.898,63.836,67.827,11.8,,34.36,,,,,,,,,,,,,,,
06/21/19 10:00:00 PM,34.176,32.846,64.099,69.537,11.8,,34.281,,,,,,,,,,,,,,,
06/21/19 11:00:00 PM,34.124,32.691,66.149,72.22,11.8,,34.202,,,,,,,,,,,,,,,
06/22/19 12:00:00 AM,33.992,32.536,66.189,71.311,11.8,,34.097,,,,,,,,,,,,,,,
06/22/19 01:00:00 AM,33.835,32.201,62.79,64.895,11.8,,33.966,,,,,,,,,,,,,,,
06/22/19 02:00:00 AM,33.652,31.765,58.908,60.829,11.8,,33.809,,,,,,,,,,,,,,,
06/22/19 03:00:00 AM,33.574,31.637,57.846,60.715,11.8,,33.678,,,,,,,,,,,,,,,
06/22/19 04:00:00 AM,33.365,31.281,56.985,60.628,11.8,,33.521,,,,,,,,,,,,,,,
06/22/19 05:00:00 AM,33.209,30.976,56.707,60.956,11.8,,33.365,,,,,,,,,,,,,,,
06/22/19 06:00:00 AM,32.717,30.697,56.572,60.161,90.7,,33.131,,,,,,,,,,,,,,,
06/22/19 07:00:00 AM,32.484,30.722,56.697,60.321,11.8,,32.794,,,,,,,,,,,,,,,
06/22/19 08:00:00 AM,32.433,31.204,57.072,59.138,19.7,,32.587,,,,,,,,,,,,,,,
06/22/19 09:00:00 AM,32.768,32.33,56.036,54.853,27.6,,32.639,,,,,,,,,,,,,,,
06/22/19 10:00:00 AM,33.001,33.678,52.433,48.054,35.5,,32.742,,,,,,,,,,,,,,,
06/22/19 11:00:00 AM,33.131,34.176,53.194,47.26,51.2,,32.846,,,,,,,,,,,,,,,
06/22/19 12:00:00 PM,33.391,35.448,52.971,45.823,35.5,,33.027,,,,,,,,,,,,,,,
06/22/19 01:00:00 PM,33.992,36.498,47.468,39.153,35.5,,33.417,,,,,,,,,,,,,,,
06/22/19 02:00:00 PM,34.202,37.288,46.338,36.536,43.4,,33.73,,,,,,,,,,,,,,,
06/22/19 03:00:00 PM,34.519,38.17,45.249,34.658,43.4,,34.071,,,,,,,,,,,,,,,
06/22/19 04:00:00 PM,34.704,38.365,45.204,34.675,27.6,,34.36,,,,,,,,,,,,,,,
06/22/19 05:00:00 PM,34.73,37.37,56.029,50.297,19.7,,34.545,,,,,,,,,,,,,,,
06/22/19 06:00:00 PM,35.049,37.618,48.191,37.971,11.8,,34.783,,,,,,,,,,,,,,,
06/22/19 07:00:00 PM,35.529,37.015,45.134,37.843,11.8,,35.235,,,,,,,,,,,,,,,
06/22/19 08:00:00 PM,35.582,36.281,46.868,45.288,11.8,,35.395,,,,,,,,,,,,,,,
06/22/19 09:00:00 PM,35.128,34.36,55.603,57.898,11.8,,35.315,,,,,,,,,,,,,,,
06/22/19 10:00:00 PM,35.049,33.6,56.943,60.326,11.8,,35.208,,,,,,,,,,,,,,,
06/22/19 11:00:00 PM,35.155,33.678,56.025,58.212,11.8,,35.155,,,,,,,,,,,,,,,
06/23/19 12:00:00 AM,35.102,32.949,55.502,59.689,11.8,,35.075,,,,,,,,,,,,,,,
06/23/19 01:00:00 AM,34.916,32.691,55.056,59.933,11.8,,34.942,,,,,,,,,,,,,,,
06/23/19 02:00:00 AM,34.572,32.433,55.459,59.988,11.8,,34.73,,,,,,,,,,,,,,,
06/23/19 03:00:00 AM,34.334,32.304,56.133,60.504,11.8,,34.492,,,,,,,,,,,,,,,
06/23/19 04:00:00 AM,34.176,32.073,57.008,62.507,11.8,,34.281,,,,,,,,,,,,,,,
06/23/19 05:00:00 AM,33.992,31.816,58.067,63.433,11.8,,34.097,,,,,,,,,,,,,,,
06/23/19 06:00:00 AM,33.73,31.689,57.422,61.977,67,,34.019,,,,,,,,,,,,,,,
06/23/19 07:00:00 AM,33.678,31.612,58.052,62.371,11.8,,33.809,,,,,,,,,,,,,,,
06/23/19 08:00:00 AM,33.365,31.331,57.942,61.607,11.8,,33.521,,,,,,,,,,,,,,,
06/23/19 09:00:00 AM,33.495,32.433,57.739,58.629,19.7,,33.469,,,,,,,,,,,,,,,
06/23/19 10:00:00 AM,33.626,33.443,55.325,53.237,19.7,,33.469,,,,,,,,,,,,,,,
06/23/19 11:00:00 AM,33.835,34.44,53.258,48.247,27.6,,33.548,,,,,,,,,,,,,,,
06/23/19 12:00:00 PM,34.019,35.128,53.316,46.117,35.5,,33.704,,,,,,,,,,,,,,,
06/23/19 01:00:00 PM,34.308,36.173,52.577,43.538,51.2,,33.94,,,,,,,,,,,,,,,
06/23/19 02:00:00 PM,34.281,35.743,55.418,52.412,67,,34.071,,,,,,,,,,,,,,,
06/23/19 03:00:00 PM,34.334,35.529,57.351,53.197,59.1,,34.202,,,,,,,,,,,,,,,
06/23/19 04:00:00 PM,34.519,36.254,58.209,52.839,35.5,,34.387,,,,,,,,,,,,,,,
06/23/19 05:00:00 PM,34.757,35.797,58.436,57.501,35.5,,34.572,,,,,,,,,,,,,,,
06/23/19 06:00:00 PM,34.889,34.677,63.368,65.089,3.9,,34.73,,,,,,,,,,,,,,,
06/23/19 07:00:00 PM,34.598,33.992,65.731,68.572,98.5,,34.81,,,,,,,,,,,,,,,
06/23/19 08:00:00 PM,34.836,33.209,66.363,71.83,82.8,,35.128,,,,,,,,,,,,,,,
06/23/19 09:00:00 PM,34.889,32.381,64.905,73.853,11.8,,35.155,,,,,,,,,,,,,,,
06/23/19 10:00:00 PM,34.704,31.868,66.154,77.668,11.8,,34.995,,,,,,,,,,,,,,,
06/23/19 11:00:00 PM,34.73,31.996,68.021,79.88,11.8,,34.889,,,,,,,,,,,,,,,
06/24/19 12:00:00 AM,33.835,29.59,68.575,83.761,11.8,,34.466,,,,,,,,,,,,,,,
06/24/19 01:00:00 AM,34.071,30.419,66.234,79.026,11.8,,34.308,,,,,,,,,,,,,,,
06/24/19 02:00:00 AM,33.94,30.52,66.615,78.871,11.8,,34.097,,,,,,,,,,,,,,,
06/24/19 03:00:00 AM,33.704,30.142,67.504,79.936,3.9,,33.861,,,,,,,,,,,,,,,
06/24/19 04:00:00 AM,33.339,29.916,68.427,81.171,11.8,,33.574,,,,,,,,,,,,,,,
06/24/19 05:00:00 AM,33.209,29.414,68.404,82.888,11.8,,33.339,,,,,,,,,,,,,,,
06/24/19 06:00:00 AM,32.665,29.34,69.78,83.073,82.8,,33.105,,,,,,,,,,,,,,,
06/24/19 07:00:00 AM,32.175,29.29,72.185,83.293,11.8,,32.691,,,,,,,,,,,,,,,
06/24/19 08:00:00 AM,32.355,29.615,73.909,82.931,19.7,,32.536,,,,,,,,,,,,,,,
06/24/19 09:00:00 AM,32.175,29.966,73.393,81.327,35.5,,32.304,,,,,,,,,,,,,,,
06/24/19 10:00:00 AM,32.355,30.748,68.224,68.431,27.6,,32.253,,,,,,,,,,,,,,,
06/24/19 11:00:00 AM,32.355,31.281,66.685,68.433,27.6,,32.201,,,,,,,,,,,,,,,
06/24/19 12:00:00 PM,32.458,31.842,66.27,66.011,35.5,,32.227,,,,,,,,,,,,,,,
06/24/19 01:00:00 PM,32.613,32.665,66.852,70.329,43.4,,32.304,,,,,,,,,,,,,,,
06/24/19 02:00:00 PM,32.742,33.157,67.892,67.532,43.4,,32.407,,,,,,,,,,,,,,,
06/24/19 03:00:00 PM,32.846,33.443,67.509,65.475,35.5,,32.536,,,,,,,,,,,,,,,
06/24/19 04:00:00 PM,32.975,33.235,68.148,68.655,27.6,,32.665,,,,,,,,,,,,,,,
06/24/19 05:00:00 PM,33.053,32.898,69.941,70.31,11.8,,32.794,,,,,,,,,,,,,,,
06/24/19 06:00:00 PM,32.924,32.613,69.183,69.862,11.8,,32.794,,,,,,,,,,,,,,,
06/24/19 07:00:00 PM,32.898,32.304,71.803,74.92,11.8,,32.846,,,,,,,,,,,,,,,
06/24/19 08:00:00 PM,33.053,31.868,72.469,77.282,11.8,,33.027,,,,,,,,,,,,,,,
06/24/19 09:00:00 PM,33.027,31.663,69.447,72.542,11.8,,33.079,,,,,,,,,,,,,,,
06/24/19 10:00:00 PM,32.949,30.066,64.864,65.71,3.9,,33.079,,,,,,,,,,,,,,,
06/24/19 11:00:00 PM,32.717,30.394,62.36,67.819,3.9,,32.872,,,,,,,,,,,,,,,
06/25/19 12:00:00 AM,32.304,29.615,63.419,70.685,11.8,,32.613,,,,,,,,,,,,,,,
06/25/19 01:00:00 AM,32.33,29.615,63.173,70.444,11.8,,32.458,,,,,,,,,,,,,,,
06/25/19 02:00:00 AM,32.278,29.59,63.633,71.855,3.9,,32.355,,,,,,,,,,,,,,,
06/25/19 03:00:00 AM,31.944,29.09,65.317,75.428,3.9,,32.124,,,,,,,,,,,,,,,
06/25/19 04:00:00 AM,31.893,29.389,66.081,74.537,3.9,,31.996,,,,,,,,,,,,,,,
06/25/19 05:00:00 AM,31.816,29.14,67.823,77.562,3.9,,31.842,,,,,,,,,,,,,,,
06/25/19 06:00:00 AM,31.484,29.215,69.599,78.838,3.9,,31.637,,,,,,,,,,,,,,,
06/25/19 07:00:00 AM,31.306,28.941,70.206,79.57,11.8,,31.561,,,,,,,,,,,,,,,
06/25/19 08:00:00 AM,31.281,29.215,71.595,79.539,11.8,,31.408,,,,,,,,,,,,,,,
06/25/19 09:00:00 AM,31.382,29.64,73.032,78.749,35.5,,31.306,,,,,,,,,,,,,,,
06/25/19 10:00:00 AM,31.459,30.824,69.259,67.343,27.6,,31.255,,,,,,,,,,,,,,,
06/25/19 11:00:00 AM,31.612,31.637,64.052,61.468,43.4,,31.357,,,,,,,,,,,,,,,
06/25/19 12:00:00 PM,31.868,32.665,61.692,56.66,43.4,,31.484,,,,,,,,,,,,,,,
06/25/19 01:00:00 PM,32.562,34.44,56.23,47.523,98.5,,31.816,,,,,,,,,,,,,,,
06/25/19 02:00:00 PM,32.355,34.229,64.734,57.272,43.4,,31.97,,,,,,,,,,,,,,,
06/25/19 03:00:00 PM,32.51,34.651,65.691,57.205,51.2,,32.15,,,,,,,,,,,,,,,
06/25/19 04:00:00 PM,32.665,34.255,65.438,60.237,11.8,,32.355,,,,,,,,,,,,,,,
06/25/19 05:00:00 PM,32.794,34.097,64.091,58.943,82.8,,32.639,,,,,,,,,,,,,,,
06/25/19 06:00:00 PM,32.872,33.287,70.519,70.044,74.9,,32.846,,,,,,,,,,,,,,,
06/25/19 07:00:00 PM,32.82,32.433,71.849,74.134,74.9,,32.949,,,,,,,,,,,,,,,
06/25/19 08:00:00 PM,32.898,32.278,72.501,74.825,11.8,,32.975,,,,,,,,,,,,,,,
06/25/19 09:00:00 PM,32.872,31.689,71.95,75.28,3.9,,32.924,,,,,,,,,,,,,,,
06/25/19 10:00:00 PM,32.768,31.484,66.044,65.611,11.8,,32.846,,,,,,,,,,,,,,,
06/25/19 11:00:00 PM,32.613,31.077,65.894,69.982,3.9,,32.717,,,,,,,,,,,,,,,
06/26/19 12:00:00 AM,32.253,30.419,62.63,66.108,3.9,,32.536,,,,,,,,,,,,,,,
06/26/19 01:00:00 AM,32.073,30.192,63.786,69.063,11.8,,32.33,,,,,,,,,,,,,,,
06/26/19 02:00:00 AM,31.944,29.89,65.565,72.781,3.9,,32.175,,,,,,,,,,,,,,,
06/26/19 03:00:00 AM,31.842,29.69,67.274,75.189,11.8,,32.021,,,,,,,,,,,,,,,
06/26/19 04:00:00 AM,31.689,29.365,67.708,76.458,3.9,,31.868,,,,,,,,,,,,,,,
06/26/19 05:00:00 AM,31.535,29.315,68.08,76.271,3.9,,31.714,,,,,,,,,,,,,,,
06/26/19 06:00:00 AM,31.306,29.265,68.193,75.699,11.8,,31.535,,,,,,,,,,,,,,,
06/26/19 07:00:00 AM,31.255,29.665,68.643,74.411,11.8,,31.382,,,,,,,,,,,,,,,
06/26/19 08:00:00 AM,31.331,29.74,69.449,73.352,3.9,,31.306,,,,,,,,,,,,,,,
06/26/19 09:00:00 AM,31.357,30.091,68.263,70.923,11.8,,31.23,,,,,,,,,,,,,,,
06/26/19 10:00:00 AM,31.331,30.646,67.032,66.146,35.5,,31.179,,,,,,,,,,,,,,,
06/26/19 11:00:00 AM,31.586,32.073,65.04,60.217,59.1,,31.281,,,,,,,,,,,,,,,
06/26/19 12:00:00 PM,31.842,33.287,62.439,55.726,59.1,,31.484,,,,,,,,,,,,,,,
06/26/19 01:00:00 PM,31.97,33.391,61.771,55.484,35.5,,31.612,,,,,,,,,,,,,,,
06/26/19 02:00:00 PM,32.098,33.626,62.167,55.357,27.6,,31.791,,,,,,,,,,,,,,,
06/26/19 03:00:00 PM,32.304,33.783,61.133,54.317,11.8,,31.996,,,,,,,,,,,,,,,
06/26/19 04:00:00 PM,32.407,33.809,63.56,60.612,11.8,,32.175,,,,,,,,,,,,,,,
06/26/19 05:00:00 PM,32.51,33.235,67.236,65.036,27.6,,32.304,,,,,,,,,,,,,,,
06/26/19 06:00:00 PM,32.51,32.717,69.813,70.674,3.9,,32.381,,,,,,,,,,,,,,,
06/26/19 07:00:00 PM,32.484,32.15,71.393,72.815,90.7,,32.536,,,,,,,,,,,,,,,
06/26/19 08:00:00 PM,32.51,32.047,73.727,76.395,3.9,,32.536,,,,,,,,,,,,,,,
06/26/19 09:00:00 PM,32.484,31.459,71.575,70.567,3.9,,32.536,,,,,,,,,,,,,,,
06/26/19 10:00:00 PM,32.355,31.128,68.469,72.503,3.9,,32.458,,,,,,,,,,,,,,,
06/26/19 11:00:00 PM,32.278,30.849,71.506,77.404,3.9,,32.355,,,,,,,,,,,,,,,
06/27/19 12:00:00 AM,32.098,30.672,72.835,78.49,3.9,,32.227,,,,,,,,,,,,,,,
06/27/19 01:00:00 AM,31.996,29.991,72.272,79.729,3.9,,32.124,,,,,,,,,,,,,,,
06/27/19 02:00:00 AM,31.561,29.365,72.252,80.793,3.9,,31.893,,,,,,,,,,,,,,,
06/27/19 03:00:00 AM,31.484,29.389,71.966,79.4,3.9,,31.689,,,,,,,,,,,,,,,
06/27/19 04:00:00 AM,31.51,29.215,71.849,80.209,3.9,,31.612,,,,,,,,,,,,,,,
06/27/19 05:00:00 AM,31.331,28.99,71.484,79.988,3.9,,31.484,,,,,,,,,,,,,,,
06/27/19 06:00:00 AM,30.9,29.065,72.881,80.265,3.9,,31.23,,,,,,,,,,,,,,,
06/27/19 07:00:00 AM,30.874,29.19,73.447,80.64,11.8,,31.052,,,,,,,,,,,,,,,
06/27/19 08:00:00 AM,30.773,29.14,74.147,81.123,19.7,,30.95,,,,,,,,,,,,,,,
06/27/19 09:00:00 AM,30.9,29.916,72.791,75.471,43.4,,30.849,,,,,,,,,,,,,,,
06/27/19 10:00:00 AM,31.204,31.663,68.267,64.247,27.6,,30.925,,,,,,,,,,,,,,,
06/27/19 11:00:00 AM,31.484,32.458,65.95,59.929,35.5,,31.103,,,,,,,,,,,,,,,
06/27/19 12:00:00 PM,31.868,33.574,62.942,55.125,35.5,,31.382,,,,,,,,,,,,,,,
06/27/19 01:00:00 PM,32.15,34.545,60.984,51.796,59.1,,31.612,,,,,,,,,,,,,,,
06/27/19 02:00:00 PM,32.33,34.624,64.916,57.554,51.2,,31.893,,,,,,,,,,,,,,,
06/27/19 03:00:00 PM,32.433,34.598,64.374,56.62,67,,32.124,,,,,,,,,,,,,,,
06/27/19 04:00:00 PM,32.562,34.413,65.328,60.484,19.7,,32.33,,,,,,,,,,,,,,,
