date and time,TPI_wall1,TPI_wall2,TPI_roof,Depreciation_factor,Damping_Percentage,Max_Damping_day,Max_Damping_night,Time_lag_day,Time_lag_night
01/06/2019,39.28212500000002,nan,nan,0.29269632070291024,70.73036792970898,4.493000000000002,0.6589999999999989,-1,0
02/06/2019,44.58987500000002,nan,nan,0.3159375303133189,68.4062469686681,6.065999999999995,0.9860000000000007,0,0
03/06/2019,38.67574999999998,nan,nan,0.21933842239185655,78.06615776081435,4.543000000000006,1.5930000000000035,-3,0
04/06/2019,39.691625000000016,nan,nan,0.26039715249157,73.960284750843,5.085000000000001,0.8369999999999962,0,0
05/06/2019,35.832875,nan,nan,0.17243867243867167,82.75613275613283,4.346000000000004,2.536000000000005,-1,0
06/06/2019,34.62012499999997,nan,nan,0.2633127390408947,73.66872609591053,4.0489999999999995,0.9589999999999996,0,0
07/06/2019,35.02174999999999,nan,nan,0.26017354877318927,73.98264512268106,4.2379999999999995,0.7070000000000043,-2,0
08/06/2019,38.87262499999997,nan,nan,0.3263309992219626,67.36690007780373,4.9510000000000005,1.1099999999999994,0,0
09/06/2019,45.61362500000004,nan,nan,0.3978214767688452,60.21785232311547,4.986000000000004,1.2609999999999992,0,0
10/06/2019,44.999375000000015,nan,nan,0.33093935248518014,66.90606475148199,4.677999999999997,1.190999999999999,0,0
11/06/2019,49.73225000000001,nan,nan,0.38750957016296633,61.249042983703376,4.079000000000001,1.5210000000000008,0,0
12/06/2019,53.874499999999976,nan,nan,0.36842105263157926,63.15789473684208,4.062999999999995,1.277000000000001,1,0
13/06/19,50.149624999999986,nan,nan,0.46087403598971727,53.91259640102828,3.9369999999999976,1.306000000000001,0,0
14/06/19,40.298,nan,nan,0.35527255415377224,64.47274458462277,3.534000000000006,1.8830000000000027,-1,0
15/06/19,43.156625000000005,nan,nan,0.42431449356463335,57.56855064353667,3.429000000000002,0.6859999999999964,0,0
16/06/19,44.58987500000002,nan,nan,0.4196500672947515,58.03499327052485,3.549999999999997,0.7619999999999969,0,0
17/06/19,46.227875000000004,nan,nan,0.39569978632478603,60.430021367521405,3.939,0.5860000000000021,0,0
18/06/19,44.79462499999999,nan,nan,0.3430259679676569,65.69740320323432,3.3320000000000007,0.8930000000000007,0,0
19/06/19,44.18037499999997,nan,nan,0.4129246064623037,58.70753935376962,2.2719999999999985,1.2710000000000008,0,0
20/06/19,50.35437500000001,nan,nan,0.4371109958506216,56.288900414937835,3.5250000000000057,0.8160000000000025,0,0
21/06/19,43.156625000000005,nan,nan,0.278949634093844,72.1050365906156,2.25,1.1000000000000014,0,0
22/06/19,48.08637499999998,nan,nan,0.387323943661972,61.2676056338028,3.475999999999999,1.2220000000000013,0,0
23/06/19,43.975624999999994,nan,nan,0.49441397521836317,50.558602478163685,2.1569999999999965,0.33200000000000074,-3,0
24/06/19,35.43124999999999,nan,nan,0.35010835540572877,64.98916445942713,1.2160000000000082,1.483000000000004,0,0
25/06/19,31.997750000000018,nan,nan,0.326094570928196,67.3905429071804,2.192999999999998,1.6550000000000011,-2,0
26/06/19,30.588125,nan,nan,0.32460387323943635,67.53961267605636,1.8389999999999986,1.2300000000000004,-1,0
