date and time,TPI_wall1,TPI_wall2,TPI_roof,Depreciation_factor,Damping_Percentage,Max_Damping_day,Max_Damping_night,Time_lag_day,Time_lag_night
01/06/2019,40.298,nan,nan,0.3002471169686982,69.97528830313018,4.337000000000003,0.759999999999998,-2,0
02/06/2019,44.999375000000015,nan,nan,0.30410321078669134,69.58967892133087,5.9339999999999975,1.240000000000002,0,0
03/06/2019,40.707499999999996,nan,nan,0.21679389312977054,78.32061068702293,4.205000000000005,1.9510000000000005,-3,0
04/06/2019,42.542375000000035,nan,nan,0.24153865367803148,75.84613463219685,4.981000000000002,1.0919999999999987,0,0
05/06/2019,38.06150000000001,nan,nan,0.16666666666666696,83.3333333333333,4.138999999999996,2.791000000000004,-1,0
06/06/2019,36.64400000000002,nan,nan,0.2337452191821116,76.62547808178883,3.946000000000005,1.2630000000000017,0,0
07/06/2019,35.832875,nan,nan,0.26436265709156237,73.56373429084377,4.082999999999998,0.8339999999999996,-3,0
08/06/2019,39.48687499999999,nan,nan,0.3125486273202177,68.74513726797822,4.872,1.3129999999999988,0,0
09/06/2019,46.64524999999998,nan,nan,0.3420088683246571,65.79911316753429,5.463000000000008,1.363000000000003,1,0
10/06/2019,47.25950000000001,nan,nan,0.3255813953488372,67.44186046511629,4.545999999999999,1.3699999999999974,1,0
11/06/2019,53.047625000000004,nan,nan,0.37438477523788655,62.56152247621134,3.892000000000003,1.828000000000003,0,0
12/06/2019,53.047625000000004,nan,nan,0.3011235955056188,69.88764044943811,4.142999999999994,1.7659999999999982,1,0
13/06/19,53.047625000000004,nan,nan,0.401645244215939,59.8354755784061,3.776999999999994,2.041999999999998,0,0
14/06/19,42.542375000000035,nan,nan,0.307902880266603,69.2097119733397,3.246000000000002,2.5690000000000026,-1,0
15/06/19,44.79462499999999,nan,nan,0.392837157246783,60.7162842753217,3.296999999999997,1.0429999999999957,0,0
16/06/19,46.440500000000014,nan,nan,0.3854643337819653,61.45356662180347,3.4709999999999965,1.0949999999999989,0,0
17/06/19,48.29112500000001,nan,nan,0.4005074786324785,59.94925213675215,3.621000000000002,0.8679999999999986,0,0
18/06/19,47.87374999999997,nan,nan,0.34442543927849395,65.5574560721506,2.9890000000000043,1.2270000000000039,0,0
19/06/19,45.61362500000004,nan,nan,0.39718309859155,60.281690140845,1.9819999999999993,1.6559999999999988,0,0
20/06/19,50.976500000000016,nan,nan,0.36981327800829816,63.01867219917019,3.6580000000000084,1.2019999999999982,0,0
21/06/19,46.440500000000014,nan,nan,0.3077916487300903,69.22083512699098,1.858000000000004,1.357999999999997,0,0
22/06/19,50.76387500000001,nan,nan,0.40949400104329675,59.05059989567032,3.0500000000000043,1.477999999999998,0,0
23/06/19,46.85000000000001,nan,nan,0.5586024781637222,44.13975218362778,1.840999999999994,0.33200000000000074,-3,0
24/06/19,37.85674999999999,nan,nan,0.36287021430291255,63.712978569708746,1.0360000000000085,1.6099999999999994,0,0
25/06/19,34.01374999999999,nan,nan,0.3040280210157621,69.59719789842379,2.1669999999999945,1.8070000000000022,-2,0
26/06/19,32.202499999999986,nan,nan,0.34176936619718273,65.82306338028172,1.7109999999999985,1.2800000000000011,-1,0
