Date and Time,TA in(max),TA in(maxtime),TA in(min),TA in(mintime),TA in(mean),TA out(max),TA out(maxtime),TA out(min),TA out(mintime),TA out(mean),RH in(max),RH in(maxtime),RH in(min),RH in(mintime),RH in(mean),RH out(max),RH out(maxtime),RH out(min),RH out(mintime),RH out(mean),TWl-1 in(max),TWl-1 in(maxtime),TWl-1 in(min),TWl-1 in(mintime),TWl-1 in(mean),TWl-1 out(max),TWl-1 out(maxtime),TWl-1 out(min),TWl-1 out(mintime),TWl-1 out(mean),TWl-2 in(max),TWl-2 in(maxtime),TWl-2 in(min),TWl-2 in(mintime),TWl-2 in(mean),TWl-2 out(max),TWl-2 out(maxtime),TWl-2 out(min),TWl-2 out(mintime),TWl-2 out(mean),TRf in(max),TRf in(maxtime),TRf in(min),TRf in(mintime),TRf in(mean),TRf out(max),TRf out(maxtime),TRf out(min),TRf out(mintime),TRf out(mean),TG in(max),TG in(maxtime),TG in(min),TG in(mintime),TG in(mean),TG out(max),TG out(maxtime),TG out(min),TG out(mintime),TG out(mean),TW in(max),TW in(maxtime),TW in(min),TW in(mintime),TW in(mean),TW out(max),TW out(maxtime),TW out(min),TW out(mintime),TW out(mean),V in(max),V in(maxtime),V in(min),V in(mintime),V in(mean),iDampA(max),iDampA(maxtime),iDampA(min),iDampA(mintime),iDampA(mean),iDampW(max),iDampW(maxtime),iDampW(min),iDampW(mintime),iDampW(mean),iDampW2(max),iDampW2(maxtime),iDampW2(min),iDampW2(mintime),iDampW2(mean),Clo (max),Clo (maxtime),Clo (min),Clo (mintime),Clo (mean),Wl-1Facing(max),Wl-1Facing(maxtime),Wl-1Facing(min),Wl-1Facing(mintime),Wl-1Facing(mean),Wl-2Facing(max),Wl-2Facing(maxtime),Wl-2Facing(min),Wl-2Facing(mintime),Wl-2Facing(mean)
12/06/2019,35.475,17,33.209,07,34.33754166666667,39.431,16,30.976,07,34.85391666666667,56.748999999999995,15,47.218999999999994,17,51.86425,62.82899999999999,07,37.97,17,50.46420833333334,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,35.876999999999995,23,34.097,09,34.909,45.278999999999996,13,29.59,06,36.98470833333334,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan,4.0889999999999995,16,-2.494,05,0.516375,10.707,13,-5.034,06,2.0757083333333335,0.0,00,0.0,00,0.0,nan,00,nan,00,nan,nan,00,nan,00,nan,nan,00,nan,00,nan
13/06/19,35.395,14,31.612,22,33.834583333333335,39.065,14,29.34,22,33.39362499999999,65.22,17,48.102,14,56.10483333333334,71.237,22,41.036,13,57.729499999999994,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,35.904,12,34.334,22,34.9415,48.504,14,27.53,22,35.669000000000004,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,3.67,14,-3.15,05,-0.4409583333333333,13.402000000000001,14,-6.888,23,0.7275,0.0,12,0.0,12,0.0,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
14/06/19,34.045,16,31.868000000000002,08,32.710541666666664,37.343,16,28.941,06,32.45295833333333,70.843,21,53.025,14,62.54058333333333,76.875,06,45.538000000000004,14,64.55320833333333,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,34.466,12,32.794000000000004,09,33.652458333333335,46.481,15,27.653000000000002,12,35.074083333333334,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,3.298,16,-3.134,05,-0.2575833333333334,12.841,14,-6.813,12,1.421625,0.0,12,0.0,12,0.0,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
15/06/19,34.545,14,32.201,04,33.117625,37.921,14,30.773000000000003,07,33.72570833333334,70.482,20,46.941,14,61.53383333333333,69.741,20,37.625,14,60.07004166666667,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,34.624,22,33.209,09,33.906875,46.995,14,28.419,06,35.627833333333335,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,3.3760000000000003,14,-1.558,05,0.6080833333333333,12.924000000000001,14,-5.129,06,1.7209583333333331,0.0,12,0.0,12,0.0,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
16/06/19,34.650999999999996,14,32.407,07,33.154,38.254,14,30.824,07,33.835625,69.267,21,48.674,13,61.79891666666666,69.895,21,40.622,13,60.52858333333333,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,34.492,22,33.260999999999996,09,33.929833333333335,47.613,14,28.766,06,35.69983333333333,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,3.603,14,-1.5830000000000002,07,0.6816249999999999,13.515999999999998,14,-4.834,06,1.7699999999999998,0.0,12,0.0,12,0.0,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
17/06/19,34.757,15,32.304,07,33.4365,38.616,15,31.128,07,34.252625,68.351,01,40.461,15,57.64191666666667,70.812,01,30.493000000000002,15,55.84033333333334,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,34.969,22,33.209,09,34.07720833333334,46.162,15,29.09,06,35.57758333333333,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,3.859,15,-1.3319999999999999,06,0.816125,11.964,14,-4.562,06,1.500375,0.0,12,0.0,12,0.0,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
18/06/19,34.81,16,32.949,06,33.68295833333334,37.508,16,31.076999999999998,07,33.8235,66.50399999999999,21,44.823,14,59.001958333333334,69.75399999999999,04,38.986,14,59.062333333333335,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,34.916,12,33.548,10,34.22304166666667,42.983000000000004,24,29.24,06,34.84520833333334,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,2.698,16,-1.9240000000000002,07,0.14054166666666668,9.122,24,-4.885,05,0.6221666666666666,0.0,12,0.0,12,0.0,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
19/06/19,34.308,13,32.691,06,33.337916666666665,36.606,13,30.570999999999998,06,33.428333333333335,69.51100000000001,17,47.153999999999996,24,59.12470833333333,70.072,17,40.838,24,59.217958333333335,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,34.334,12,33.313,09,33.84437500000001,44.658,13,28.916,06,34.95041666666667,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,2.298,13,-2.12,06,0.09041666666666669,10.797,13,-4.658,06,1.1060416666666668,0.0,12,0.0,12,0.0,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
20/06/19,35.128,16,32.639,08,33.595083333333335,38.84,16,31.128,06,34.326375,65.758,22,44.388000000000005,16,56.88879166666667,67.73100000000001,02,35.650999999999996,16,55.23075,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,35.049,22,33.105,09,33.97604166666667,45.908,15,29.74,05,35.75495833333333,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,3.7119999999999997,16,-1.589,06,0.7312916666666666,11.652999999999999,15,-3.8080000000000003,05,1.7789166666666667,0.0,12,0.0,12,0.0,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
21/06/19,34.176,16,33.027,08,33.57629166666666,35.85,16,31.204,06,33.442166666666665,66.805,20,45.598,15,55.33325,72.22,23,40.812,15,55.70037500000001,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,34.783,12,33.6,11,34.078375,40.516,13,29.49,06,34.03879166666667,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,1.6740000000000002,16,-2.135,06,-0.134125,6.7589999999999995,13,-4.686,06,-0.03958333333333342,0.0,12,0.0,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
22/06/19,35.181999999999995,16,32.51,06,33.754375,38.365,16,30.697,06,34.120583333333336,66.345,12,41.974,15,52.753375000000005,71.311,12,34.658,15,51.99170833333333,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,35.075,23,33.001,09,33.964708333333334,46.162,15,29.79,06,36.007875000000006,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,3.1830000000000003,16,-1.943,07,0.3662083333333333,11.907,15,-3.424,01,2.0431666666666666,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
23/06/19,34.387,13,33.001,21,33.627833333333335,36.254,16,31.331,08,33.41504166666667,71.404,23,49.128,13,59.067,79.88,23,43.538000000000004,13,60.60908333333333,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,35.102,12,33.809,09,34.36354166666666,46.035,13,28.741999999999997,22,34.979875,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,2.2880000000000003,16,-1.9140000000000001,05,-0.21279166666666668,11.911,13,-5.75,22,0.6163333333333333,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
24/06/19,32.898,02,30.925,22,32.363,33.443000000000005,15,29.29,07,31.099541666666667,74.081,20,64.308,24,68.89904166666666,83.76100000000001,12,65.475,15,74.56616666666667,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,34.44,12,32.278,22,33.05345833333333,38.143,15,27.284000000000002,06,31.723083333333335,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,0.778,15,-3.282,12,-1.2634583333333333,5.53,15,-6.196000000000001,05,-1.330375,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
25/06/19,32.536,13,31.204,09,31.778791666666667,34.650999999999996,15,28.941,07,31.354,74.417,20,55.81100000000001,13,66.93375,79.57,07,47.523,13,68.90558333333333,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,32.484,20,31.535,11,32.08595833333334,42.714,13,27.628,06,32.61325,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,2.27,15,-2.496,03,-0.4247916666666667,10.744000000000002,13,-4.431,02,0.5272916666666667,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
26/06/19,32.047,15,30.849,09,31.417,33.809,16,29.265,06,31.326333333333334,75.35,20,59.86600000000001,15,67.26625,77.404,23,54.317,15,68.47949999999999,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,32.201,12,31.305999999999997,10,31.852,39.488,13,27.456,06,32.15020833333333,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,1.7619999999999998,16,-1.838,06,-0.09066666666666669,7.876,13,-4.309,06,0.29820833333333335,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan,nan,12,nan,12,nan
